Retailer ID,Invoice Date,Region_ID,State_ID,Product_ID,Price per Unit,Units Sold,Operating Margin,Sales Method,Total Sales,Operating Profit
1185732,2020-02-07,RG1,ST1,PD2,55.00000000000001,925,0.3,Outlet,50875.00000000001,15262.500000000002
1185732,2020-02-08,RG1,ST1,PD3,50.0,900,0.35,Outlet,45000.0,15749.999999999998
1185732,2020-02-09,RG1,ST1,PD4,50.0,850,0.35,Outlet,42500.0,14874.999999999998
1185732,2020-02-10,RG1,ST1,PD5,60.0,875,0.3,Outlet,52500.0,15750.0
1185732,2020-03-03,RG1,ST1,PD6,65.0,1000,0.25,Outlet,65000.0,16250.0
1185732,2020-03-04,RG1,ST1,PD1,60.0,1250,0.5,Outlet,75000.0,37500.0
1185732,2020-03-05,RG1,ST1,PD2,55.00000000000001,1000,0.3,Outlet,55000.00000000001,16500.0
1185732,2020-03-06,RG1,ST1,PD3,50.0,925,0.35,Outlet,46250.0,16187.499999999998
1185732,2020-03-07,RG1,ST1,PD4,50.0,900,0.35,Outlet,45000.0,15749.999999999998
1185732,2020-03-08,RG1,ST1,PD5,60.0,900,0.3,Outlet,54000.0,16200.0
1185732,2020-03-09,RG1,ST1,PD6,65.0,1050,0.25,Outlet,68250.0,17062.5
1185732,2020-03-10,RG1,ST1,PD1,60.0,1275,0.5,Outlet,76500.0,38250.0
1185732,2020-03-11,RG1,ST1,PD2,55.00000000000001,1025,0.3,Outlet,56375.00000000001,16912.5
1185732,2020-03-12,RG1,ST1,PD3,50.0,950,0.35,Outlet,47500.0,16625.0
1185732,2020-03-13,RG1,ST1,PD4,50.0,900,0.35,Outlet,45000.0,15749.999999999998
1185732,2020-03-14,RG1,ST1,PD5,60.0,925,0.3,Outlet,55500.0,16650.0
1185732,2020-03-15,RG1,ST1,PD6,65.0,1100,0.25,Outlet,71500.0,17875.0
1185732,2020-03-16,RG1,ST1,PD1,60.0,1250,0.5,Outlet,75000.0,37500.0
1185732,2020-03-17,RG1,ST1,PD2,55.00000000000001,1025,0.3,Outlet,56375.00000000001,16912.5
1185732,2020-03-18,RG1,ST1,PD3,50.0,950,0.35,Outlet,47500.0,16625.0
1185732,2020-03-31,RG1,ST1,PD4,50.0,925,0.35,Outlet,46250.0,16187.499999999998
1185732,2020-04-17,RG1,ST1,PD5,60.0,900,0.3,Outlet,54000.0,16200.0
1185732,2020-04-18,RG1,ST1,PD6,65.0,1075,0.25,Outlet,69875.0,17468.75
1185732,2020-04-19,RG1,ST1,PD1,60.0,1200,0.5,Outlet,72000.0,36000.0
1185732,2020-04-20,RG1,ST1,PD2,55.00000000000001,1000,0.3,Outlet,55000.00000000001,16500.0
1185732,2020-04-21,RG1,ST1,PD3,50.0,925,0.35,Outlet,46250.0,16187.499999999998
1185732,2020-04-22,RG1,ST1,PD4,50.0,900,0.35,Outlet,45000.0,15749.999999999998
1185732,2020-04-23,RG1,ST1,PD5,60.0,900,0.3,Outlet,54000.0,16200.0
1185732,2020-04-24,RG1,ST1,PD6,65.0,1000,0.25,Outlet,65000.0,16250.0
1185732,2020-04-25,RG1,ST1,PD5,65.0,875,0.3,Outlet,56875.0,17062.5
1185732,2020-04-26,RG1,ST1,PD6,70.0,1000,0.25,Outlet,70000.0,17500.0
1185732,2020-04-27,RG1,ST1,PD1,65.0,1150,0.5,Outlet,74750.0,37375.0
1185732,2020-04-28,RG1,ST1,PD2,55.00000000000001,975,0.3,Outlet,53625.00000000001,16087.500000000002
1185732,2020-04-29,RG1,ST1,PD3,55.00000000000001,920,0.35,Outlet,50600.00000000001,17710.0
1185732,2020-04-30,RG1,ST1,PD4,55.00000000000001,900,0.35,Outlet,49500.00000000001,17325.0
1185732,2020-05-01,RG1,ST1,PD5,65.0,875,0.3,Outlet,56875.0,17062.5
1185732,2020-05-02,RG1,ST1,PD6,70.0,975,0.25,Outlet,68250.0,17062.5
1185732,2020-05-03,RG1,ST1,PD1,65.0,1200,0.5,Outlet,78000.0,39000.0
1185732,2020-05-04,RG1,ST1,PD2,55.00000000000001,1000,0.3,Outlet,55000.00000000001,16500.0
1185732,2020-05-05,RG1,ST1,PD3,55.00000000000001,950,0.35,Outlet,52250.00000000001,18287.5
1185732,2020-05-06,RG1,ST1,PD4,55.00000000000001,900,0.35,Outlet,49500.00000000001,17325.0
1185732,2020-05-07,RG1,ST1,PD5,65.0,900,0.3,Outlet,58500.0,17550.0
1185732,2020-07-18,RG1,ST1,PD6,70.0,1000,0.25,Outlet,70000.0,17500.0
1197831,2020-07-19,RG1,ST1,PD1,25.0,900,0.35,Outlet,22500.0,7874.999999999999
1197831,2020-07-20,RG1,ST1,PD2,35.0,900,0.35,Outlet,31500.0,11025.0
1197831,2020-07-21,RG1,ST1,PD3,35.0,700,0.35,Outlet,24500.0,8575.0
1197831,2020-07-22,RG1,ST1,PD4,35.0,700,0.45,Outlet,24500.0,11025.0
1197831,2020-07-23,RG2,ST2,PD5,40.0,550,0.3,Outlet,22000.0,6600.0
1197831,2020-07-24,RG2,ST2,PD6,35.0,700,0.5,Outlet,24500.0,12250.0
1197831,2020-07-25,RG2,ST2,PD1,25.0,850,0.35,Outlet,21250.0,7437.499999999999
1197831,2020-07-26,RG2,ST2,PD2,35.0,850,0.35,Outlet,29750.0,10412.5
1197831,2020-07-27,RG2,ST2,PD3,35.0,675,0.35,Outlet,23625.0,8268.75
1197831,2020-07-28,RG2,ST2,PD4,35.0,625,0.45,Outlet,21875.0,9843.75
1197831,2020-07-29,RG2,ST2,PD5,40.0,500,0.3,Outlet,20000.0,6000.0
1197831,2020-07-30,RG2,ST2,PD6,35.0,700,0.5,Outlet,24500.0,12250.0
1197831,2020-07-31,RG2,ST2,PD1,30.0,875,0.35,Outlet,26250.0,9187.5
1197831,2020-08-01,RG2,ST2,PD2,40.0,875,0.35,Outlet,35000.0,12250.0
1197831,2020-08-02,RG2,ST2,PD3,35.0,700,0.35,Outlet,24500.0,8575.0
1197831,2020-08-03,RG2,ST2,PD4,40.0,600,0.45,Outlet,24000.0,10800.0
1197831,2020-08-04,RG2,ST2,PD5,45.0,500,0.3,Outlet,22500.0,6750.0
1197831,2020-08-05,RG2,ST2,PD6,40.0,650,0.5,Outlet,26000.0,13000.0
1197831,2020-08-06,RG2,ST2,PD1,30.0,900,0.35,Outlet,27000.0,9450.0
1197831,2020-08-07,RG2,ST2,PD2,40.0,900,0.35,Outlet,36000.0,12600.0
1197831,2020-08-08,RG2,ST2,PD3,35.0,725,0.35,Outlet,25375.0,8881.25
1197831,2020-08-09,RG2,ST2,PD4,40.0,625,0.45,Outlet,25000.0,11250.0
1197831,2020-08-10,RG2,ST2,PD5,45.0,525,0.3,Outlet,23625.0,7087.5
1197831,2020-08-11,RG2,ST2,PD6,40.0,800,0.5,Outlet,32000.0,16000.0
1197831,2020-08-12,RG2,ST2,PD1,30.0,925,0.35,Outlet,27750.0,9712.5
1197831,2020-08-13,RG2,ST2,PD2,40.0,925,0.35,Outlet,37000.0,12950.0
1197831,2020-08-14,RG2,ST2,PD3,35.0,775,0.35,Outlet,27125.0,9493.75
1197831,2020-08-15,RG2,ST2,PD4,40.0,700,0.45,Outlet,28000.0,12600.0
1197831,2020-08-16,RG2,ST2,PD5,45.0,600,0.3,Outlet,27000.0,8100.0
1197831,2020-08-17,RG2,ST2,PD6,40.0,950,0.5,Outlet,38000.0,19000.0
1197831,2020-08-18,RG2,ST2,PD1,40.0,950,0.35,Outlet,38000.0,13300.0
1197831,2020-08-19,RG2,ST2,PD2,45.0,950,0.35,Outlet,42750.0,14962.499999999998
1197831,2020-08-20,RG2,ST2,PD3,40.0,800,0.35,Outlet,32000.0,11200.0
1197831,2020-08-21,RG2,ST2,PD4,40.0,750,0.45,Outlet,30000.0,13500.0
1197831,2020-08-22,RG2,ST2,PD5,45.0,650,0.3,Outlet,29250.0,8775.0
1197831,2020-08-23,RG2,ST2,PD6,50.0,1000,0.5,Outlet,50000.0,25000.0
1197831,2020-08-24,RG2,ST2,PD1,40.0,950,0.35,Outlet,38000.0,13300.0
1197831,2020-08-25,RG2,ST2,PD2,45.0,950,0.35,Outlet,42750.0,14962.499999999998
1197831,2020-08-26,RG2,ST2,PD3,40.0,1100,0.35,Outlet,44000.0,15399.999999999998
1197831,2020-08-27,RG2,ST2,PD4,40.0,700,0.45,Outlet,28000.0,12600.0
1197831,2020-08-28,RG2,ST2,PD5,45.0,700,0.3,Outlet,31500.0,9450.0
1197831,2020-08-29,RG2,ST2,PD6,50.0,975,0.5,Outlet,48750.0,24375.0
1197831,2020-08-30,RG2,ST2,PD1,40.0,925,0.35,Outlet,37000.0,12950.0
1197831,2020-08-31,RG2,ST2,PD2,45.0,925,0.35,Outlet,41625.0,14568.749999999998
1197831,2020-09-01,RG2,ST2,PD3,40.0,1100,0.35,Outlet,44000.0,15399.999999999998
1197831,2020-09-02,RG2,ST2,PD4,40.0,650,0.45,Outlet,26000.0,11700.0
1197831,2020-09-03,RG2,ST2,PD5,45.0,650,0.3,Outlet,29250.0,8775.0
1197831,2020-09-04,RG2,ST2,PD6,50.0,900,0.5,Outlet,45000.0,22500.0
1197831,2020-09-05,RG2,ST2,PD1,45.0,850,0.35,Outlet,38250.0,13387.5
1197831,2020-09-06,RG2,ST2,PD2,45.0,850,0.35,Outlet,38250.0,13387.5
1197831,2020-09-07,RG2,ST2,PD3,50.0,900,0.35,Outlet,45000.0,15749.999999999998
1197831,2020-09-08,RG2,ST2,PD4,50.0,625,0.45,Outlet,31250.0,14062.5
1197831,2020-09-09,RG2,ST2,PD5,45.0,625,0.3,Outlet,28125.0,8437.5
1197831,2020-09-10,RG2,ST2,PD6,55.00000000000001,850,0.5,Outlet,46750.00000000001,23375.000000000004
1197831,2020-09-11,RG2,ST2,PD1,45.0,800,0.35,Outlet,36000.0,12600.0
1197831,2020-09-12,RG2,ST2,PD2,45.0,800,0.35,Outlet,36000.0,12600.0
1197831,2020-09-13,RG2,ST2,PD3,50.0,750,0.35,Outlet,37500.0,13125.0
1197831,2020-09-14,RG2,ST2,PD4,50.0,600,0.45,Outlet,30000.0,13500.0
1197831,2020-09-15,RG2,ST2,PD5,45.0,575,0.3,Outlet,25875.0,7762.5
1197831,2020-09-16,RG2,ST2,PD6,55.00000000000001,750,0.5,Outlet,41250.00000000001,20625.000000000004
1197831,2020-10-20,RG2,ST2,PD1,45.0,900,0.35,Outlet,40500.0,14175.0
1197831,2020-10-21,RG2,ST2,PD2,45.0,900,0.35,Outlet,40500.0,14175.0
1197831,2020-10-22,RG2,ST2,PD3,50.0,825,0.35,Outlet,41250.0,14437.499999999998
1197831,2020-10-23,RG2,ST2,PD4,50.0,675,0.45,Outlet,33750.0,15187.5
1197831,2020-10-24,RG2,ST2,PD5,45.0,650,0.3,Outlet,29250.0,8775.0
1197831,2020-10-25,RG2,ST2,PD6,55.00000000000001,850,0.5,Outlet,46750.00000000001,23375.000000000004
1197831,2020-10-26,RG2,ST2,PD1,45.0,950,0.35,Outlet,42750.0,14962.499999999998
1197831,2020-10-27,RG2,ST2,PD2,45.0,950,0.35,Outlet,42750.0,14962.499999999998
1197831,2020-10-28,RG2,ST2,PD3,50.0,850,0.35,Outlet,42500.0,14874.999999999998
1197831,2020-10-29,RG2,ST2,PD4,50.0,700,0.45,Outlet,35000.0,15750.0
1197831,2020-10-30,RG2,ST2,PD5,45.0,650,0.3,Outlet,29250.0,8775.0
1197831,2020-10-31,RG2,ST2,PD6,55.00000000000001,900,0.5,Outlet,49500.00000000001,24750.000000000004
1128299,2020-11-01,RG2,ST2,PD1,40.0,775,0.35,Outlet,31000.0,10850.000000000002
1128299,2020-11-02,RG2,ST2,PD2,50.0,775,0.2,Outlet,38750.0,7750.0
1128299,2020-11-03,RG2,ST2,PD3,50.0,775,0.35,Outlet,38750.0,13562.500000000002
1128299,2020-11-04,RG2,ST2,PD4,50.0,625,0.3,Outlet,31250.0,9375.0
1128299,2020-11-05,RG3,ST3,PD5,55.00000000000001,575,0.5,Outlet,31625.000000000004,15812.500000000002
1128299,2020-11-06,RG3,ST3,PD6,50.0,775,0.15,Outlet,38750.0,5812.500000000001
1128299,2020-11-07,RG3,ST3,PD1,40.0,825,0.35,Outlet,33000.0,11550.000000000002
1128299,2020-11-08,RG3,ST3,PD2,50.0,725,0.2,Outlet,36250.0,7250.0
1128299,2020-11-09,RG3,ST3,PD3,50.0,725,0.35,Outlet,36250.0,12687.500000000002
1128299,2020-11-10,RG3,ST3,PD4,50.0,575,0.3,Outlet,28750.0,8625.0
1128299,2020-11-11,RG3,ST3,PD5,55.00000000000001,500,0.5,Outlet,27500.000000000004,13750.000000000002
1128299,2020-11-12,RG3,ST3,PD6,50.0,700,0.15,Outlet,35000.0,5250.000000000001
1128299,2020-11-13,RG3,ST3,PD1,50.0,850,0.35,Outlet,42500.0,14875.000000000002
1128299,2020-11-14,RG3,ST3,PD2,60.0,700,0.2,Outlet,42000.0,8400.0
1128299,2020-11-15,RG3,ST3,PD3,60.0,700,0.35,Outlet,42000.0,14700.000000000002
1128299,2020-12-22,RG3,ST3,PD4,60.0,600,0.3,Outlet,36000.0,10800.0
1128299,2020-12-23,RG3,ST3,PD5,65.0,500,0.5,Outlet,32500.0,16250.0
1128299,2020-12-24,RG3,ST3,PD6,60.0,700,0.15,Outlet,42000.0,6300.000000000001
1128299,2020-12-25,RG3,ST3,PD1,60.0,875,0.35,Outlet,52500.0,18375.0
1128299,2020-12-26,RG3,ST3,PD2,65.0,675,0.2,Outlet,43875.0,8775.0
1128299,2020-12-27,RG3,ST3,PD3,65.0,725,0.35,Outlet,47125.0,16493.75
1128299,2020-12-28,RG3,ST3,PD4,60.0,625,0.3,Outlet,37500.0,11250.0
1128299,2020-12-29,RG3,ST3,PD5,65.0,525,0.5,Outlet,34125.0,17062.5
1128299,2020-12-30,RG3,ST3,PD6,80.0,700,0.15,Outlet,56000.0,8400.000000000002
1128299,2020-12-31,RG3,ST3,PD1,60.0,900,0.4,Outlet,54000.0,21600.0
1128299,2021-01-01,RG3,ST3,PD2,65.0,750,0.25,Outlet,48750.0,12187.5
1128299,2021-01-02,RG3,ST3,PD3,65.0,750,0.4,Outlet,48750.0,19500.0
1128299,2021-01-03,RG3,ST3,PD4,60.0,650,0.35,Outlet,39000.0,13650.0
1128299,2021-01-04,RG3,ST3,PD5,65.0,550,0.55,Outlet,35750.0,19662.5
1128299,2021-01-05,RG3,ST3,PD6,80.0,725,0.2,Outlet,58000.0,11600.0
1128299,2021-01-06,RG3,ST3,PD1,60.0,975,0.4,Outlet,58500.0,23400.0
1128299,2021-01-07,RG3,ST3,PD2,65.0,825,0.25,Outlet,53625.0,13406.25
1128299,2021-01-08,RG3,ST3,PD3,65.0,825,0.4,Outlet,53625.0,21450.0
1128299,2021-01-09,RG3,ST3,PD4,60.0,700,0.35,Outlet,42000.0,14699.999999999998
1128299,2021-01-10,RG3,ST3,PD5,65.0,575,0.55,Outlet,37375.0,20556.25
1128299,2021-01-11,RG3,ST3,PD6,80.0,875,0.2,Outlet,70000.0,14000.0
1128299,2021-01-12,RG3,ST3,PD1,60.0,1025,0.35,Outlet,61500.0,21525.000000000004
1128299,2021-01-13,RG3,ST3,PD2,65.0,875,0.2,Outlet,56875.0,11375.0
1128299,2021-01-14,RG3,ST3,PD3,65.0,825,0.35,Outlet,53625.0,18768.75
1128299,2021-01-15,RG3,ST3,PD4,60.0,725,0.3,Outlet,43500.0,13050.0
1128299,2021-01-16,RG3,ST3,PD5,65.0,775,0.5,Outlet,50375.0,25187.5
1128299,2021-01-17,RG3,ST3,PD6,80.0,775,0.15,Outlet,62000.0,9300.000000000002
1128299,2021-01-18,RG3,ST3,PD1,65.0,975,0.35,Outlet,63375.0,22181.250000000004
1128299,2021-01-19,RG3,ST3,PD2,70.0,925,0.2,Outlet,64750.0,12950.0
1128299,2021-01-20,RG3,ST3,PD3,65.0,800,0.35,Outlet,52000.0,18200.0
1128299,2021-01-21,RG3,ST3,PD4,65.0,750,0.3,Outlet,48750.0,14625.0
1128299,2021-01-22,RG3,ST3,PD5,75.0,750,0.5,Outlet,56250.0,28125.0
1128299,2021-01-23,RG3,ST3,PD6,80.0,725,0.15,Outlet,58000.0,8700.000000000002
1128299,2021-01-24,RG3,ST3,PD1,55.00000000000001,925,0.3,Outlet,50875.00000000001,15262.500000000004
1128299,2021-01-25,RG3,ST3,PD2,60.00000000000001,925,0.15,Outlet,55500.00000000001,8325.0
1128299,2021-01-26,RG3,ST3,PD3,55.00000000000001,775,0.3,Outlet,42625.00000000001,12787.500000000004
1128299,2021-01-27,RG3,ST3,PD4,55.00000000000001,725,0.2499999999999999,Outlet,39875.00000000001,9968.75
1128299,2021-01-28,RG3,ST3,PD5,65.0,725,0.45,Outlet,47125.0,21206.250000000004
1128299,2021-01-29,RG3,ST3,PD6,70.0,775,0.1,Outlet,54250.0,5425.0
1128299,2021-01-30,RG3,ST3,PD1,55.00000000000001,875,0.3,Outlet,48125.00000000001,14437.500000000004
1128299,2021-01-31,RG3,ST3,PD2,60.00000000000001,875,0.15,Outlet,52500.00000000001,7875.000000000001
1128299,2021-02-01,RG3,ST3,PD3,55.00000000000001,700,0.3,Outlet,38500.00000000001,11550.000000000004
1128299,2021-02-02,RG3,ST3,PD4,55.00000000000001,675,0.2499999999999999,Outlet,37125.00000000001,9281.25
1128299,2021-02-03,RG3,ST3,PD5,65.0,650,0.45,Outlet,42250.0,19012.500000000004
1128299,2021-02-04,RG3,ST3,PD6,70.0,700,0.1,Outlet,49000.0,4900.0
1128299,2021-02-05,RG3,ST3,PD1,55.00000000000001,875,0.3,Outlet,48125.00000000001,14437.500000000004
1128299,2021-02-06,RG3,ST3,PD2,60.00000000000001,875,0.15,Outlet,52500.00000000001,7875.000000000001
1128299,2021-02-07,RG3,ST3,PD3,55.00000000000001,725,0.3,Outlet,39875.00000000001,11962.500000000004
1128299,2021-02-08,RG3,ST3,PD4,55.00000000000001,700,0.2499999999999999,Outlet,38500.00000000001,9625.0
1128299,2021-02-09,RG3,ST3,PD5,65.0,650,0.45,Outlet,42250.0,19012.500000000004
1128299,2021-02-10,RG3,ST3,PD6,70.0,775,0.1,Outlet,54250.0,5425.0
1128299,2021-02-11,RG3,ST3,PD1,55.00000000000001,975,0.3,Outlet,53625.00000000001,16087.500000000004
1128299,2021-02-12,RG3,ST3,PD2,60.00000000000001,975,0.15,Outlet,58500.00000000001,8775.0
1128299,2021-02-13,RG3,ST3,PD3,55.00000000000001,775,0.3,Outlet,42625.00000000001,12787.500000000004
1128299,2021-02-14,RG3,ST3,PD4,55.00000000000001,775,0.2499999999999999,Outlet,42625.00000000001,10656.25
1128299,2021-02-15,RG3,ST3,PD5,65.0,700,0.45,Outlet,45500.0,20475.000000000004
1128299,2021-02-16,RG3,ST3,PD6,70.0,800,0.1,Outlet,56000.0,5600.0
1189833,2021-02-17,RG3,ST3,PD1,35.0,700,0.4,Outlet,24500.0,9800.0
1189833,2021-02-18,RG3,ST3,PD2,45.0,700,0.25,Outlet,31500.0,7875.0
1189833,2021-03-09,RG3,ST3,PD3,45.0,700,0.4,Outlet,31500.0,12600.0
1189833,2021-03-10,RG3,ST3,PD4,45.0,550,0.35,Outlet,24750.0,8662.5
1189833,2021-03-11,RG3,ST3,PD5,50.0,500,0.55,Outlet,25000.0,13750.000000000002
1189833,2021-03-12,RG3,ST3,PD6,45.0,700,0.2,Outlet,31500.0,6300.0
1189833,2021-03-13,RG3,ST3,PD1,35.0,750,0.4,Outlet,26250.0,10500.0
1189833,2021-03-14,RG3,ST3,PD2,45.0,650,0.25,Outlet,29250.0,7312.5
1189833,2021-03-15,RG3,ST3,PD3,45.0,675,0.4,Outlet,30375.0,12150.0
1189833,2021-03-16,RG3,ST3,PD4,45.0,525,0.35,Outlet,23625.0,8268.75
1189833,2021-03-17,RG3,ST3,PD5,50.0,450,0.55,Outlet,22500.0,12375.000000000002
1189833,2021-03-18,RG3,ST3,PD6,45.0,650,0.2,Outlet,29250.0,5850.0
1189833,2021-03-19,RG3,ST3,PD1,35.0,800,0.4,Outlet,28000.0,11200.0
1189833,2021-03-20,RG3,ST3,PD2,45.0,650,0.25,Outlet,29250.0,7312.5
1189833,2021-03-21,RG3,ST3,PD3,45.0,650,0.4,Outlet,29250.0,11700.0
1189833,2021-03-22,RG3,ST3,PD4,45.0,550,0.35,Outlet,24750.0,8662.5
1189833,2021-03-23,RG3,ST3,PD5,50.0,425,0.55,Outlet,21250.0,11687.500000000002
1189833,2021-04-06,RG3,ST3,PD6,45.0,625,0.2,Outlet,28125.0,5625.0
1189833,2021-04-07,RG3,ST3,PD1,45.0,800,0.4,Outlet,36000.0,14400.0
1189833,2021-04-08,RG3,ST3,PD2,50.0,600,0.25,Outlet,30000.0,7500.0
1189833,2021-04-09,RG3,ST3,PD3,50.0,625,0.4,Outlet,31250.0,12500.0
1189833,2021-04-10,RG3,ST3,PD4,45.0,525,0.35,Outlet,23625.0,8268.75
1189833,2021-04-11,RG3,ST3,PD5,50.0,425,0.55,Outlet,21250.0,11687.500000000002
1189833,2021-04-12,RG3,ST3,PD6,65.0,600,0.2,Outlet,39000.0,7800.0
1189833,2021-04-13,RG3,ST3,PD1,45.0,800,0.4,Outlet,36000.0,14400.0
1189833,2021-04-14,RG3,ST3,PD2,50.0,650,0.25,Outlet,32500.0,8125.0
1189833,2021-04-15,RG3,ST3,PD3,50.0,650,0.4,Outlet,32500.0,13000.0
1189833,2021-04-16,RG3,ST3,PD4,45.0,550,0.35,Outlet,24750.0,8662.5
1189833,2021-04-17,RG3,ST3,PD5,50.0,450,0.55,Outlet,22500.0,12375.000000000002
1189833,2021-04-18,RG3,ST3,PD6,65.0,625,0.2,Outlet,40625.0,8125.0
1189833,2021-04-19,RG3,ST3,PD1,45.0,900,0.4,Outlet,40500.0,16200.0
1189833,2021-04-20,RG3,ST3,PD2,50.0,750,0.25,Outlet,37500.0,9375.0
1189833,2021-04-21,RG3,ST3,PD3,50.0,750,0.4,Outlet,37500.0,15000.0
1189833,2021-04-22,RG3,ST3,PD4,45.0,625,0.35,Outlet,28125.0,9843.75
1189833,2021-04-23,RG3,ST3,PD5,50.0,500,0.55,Outlet,25000.0,13750.000000000002
1189833,2021-04-24,RG3,ST3,PD6,65.0,800,0.2,Outlet,52000.0,10400.0
1189833,2021-04-25,RG3,ST3,PD1,45.0,950,0.4,Outlet,42750.0,17100.0
1189833,2021-04-26,RG3,ST3,PD2,50.0,800,0.25,Outlet,40000.0,10000.0
1189833,2021-04-27,RG3,ST3,PD3,50.0,750,0.4,Outlet,37500.0,15000.0
1189833,2021-04-28,RG3,ST3,PD4,45.0,650,0.35,Outlet,29250.0,10237.5
1189833,2021-04-29,RG3,ST3,PD5,50.0,700,0.55,Outlet,35000.0,19250.0
1189833,2021-04-30,RG3,ST3,PD6,65.0,700,0.2,Outlet,45500.0,9100.0
1189833,2021-05-01,RG3,ST3,PD1,50.0,900,0.4,Outlet,45000.0,18000.0
1189833,2021-05-02,RG3,ST3,PD2,55.00000000000001,850,0.25,Outlet,46750.00000000001,11687.500000000002
1189833,2021-05-03,RG3,ST3,PD3,50.0,725,0.4,Outlet,36250.0,14500.0
1189833,2021-05-04,RG3,ST3,PD4,50.0,675,0.35,Outlet,33750.0,11812.5
1189833,2021-05-05,RG3,ST3,PD5,60.0,675,0.55,Outlet,40500.0,22275.0
1189833,2021-05-06,RG3,ST3,PD6,65.0,650,0.2,Outlet,42250.0,8450.0
1189833,2021-05-07,RG3,ST3,PD1,50.0,850,0.4,Outlet,42500.0,17000.0
1189833,2021-05-08,RG3,ST3,PD2,55.00000000000001,850,0.25,Outlet,46750.00000000001,11687.500000000002
1189833,2021-05-09,RG3,ST3,PD3,50.0,700,0.4,Outlet,35000.0,14000.0
1189833,2021-05-10,RG3,ST3,PD4,50.0,650,0.35,Outlet,32500.0,11375.0
1189833,2021-05-11,RG3,ST3,PD5,60.0,650,0.55,Outlet,39000.0,21450.0
1189833,2021-05-12,RG3,ST3,PD6,65.0,700,0.2,Outlet,45500.0,9100.0
1189833,2021-05-13,RG3,ST3,PD1,50.0,800,0.4,Outlet,40000.0,16000.0
1189833,2021-05-14,RG3,ST3,PD2,55.00000000000001,800,0.25,Outlet,44000.00000000001,11000.000000000002
1189833,2021-05-15,RG3,ST3,PD3,50.0,650,0.4,Outlet,32500.0,13000.0
1189833,2021-05-16,RG3,ST3,PD4,50.0,625,0.35,Outlet,31250.0,10937.5
1189833,2021-05-17,RG3,ST3,PD5,60.0,600,0.55,Outlet,36000.0,19800.0
1189833,2021-05-18,RG3,ST3,PD6,65.0,650,0.2,Outlet,42250.0,8450.0
1189833,2021-05-19,RG3,ST3,PD1,50.0,825,0.4,Outlet,41250.0,16500.0
1189833,2021-05-20,RG3,ST3,PD2,55.00000000000001,825,0.25,Outlet,45375.00000000001,11343.750000000002
1189833,2021-05-21,RG3,ST3,PD3,50.0,675,0.4,Outlet,33750.0,13500.0
1189833,2021-05-22,RG3,ST3,PD4,50.0,650,0.35,Outlet,32500.0,11375.0
1189833,2021-05-23,RG3,ST3,PD5,60.0,600,0.55,Outlet,36000.0,19800.0
1189833,2021-05-24,RG3,ST3,PD6,65.0,700,0.2,Outlet,45500.0,9100.0
